4400	0.780595872	0.780595872	0.780595872	0.780595872	0.780595872	0.780595872	0.780595872	0.780595872	0.780595872
4500	0.825108734	0.825108734	0.825108734	0.825108734	0.825108734	0.825108734	0.825108734	0.825108734	0.825108734
4600	0.871574178	0.871574178	0.871574178	0.871574178	0.871574178	0.871574178	0.871574178	0.871574178	0.871574178
4700	0.920082094	0.920082094	0.920082094	0.920082094	0.920082094	0.920082094	0.920082094	0.920082094	0.920082094
4800	0.97072579	0.97072579	0.97072579	0.97072579	0.97072579	0.97072579	0.97072579	0.97072579	0.97072579
4900	1.023607356	1.023607356	1.023607356	1.023607356	1.023607356	1.023607356	1.023607356	1.023607356	1.023607356
5000	1.078832739	1.078832739	1.078832739	1.078832739	1.078832739	1.078832739	1.078832739	1.078832739	1.078832739
5100	1.136521792	1.136521792	1.136521792	1.136521792	1.136521792	1.136521792	1.136521792	1.136521792	1.136521792
5200	1.196779651	1.196779651	1.196779651	1.196779651	1.196779651	1.196779651	1.196779651	1.196779651	1.196779651
5300	0.314937938	0.157468969	0.105962496	0.078734485	0.096886492	0.077946833	0.233840499	0.11692025	0.191214498
5400	1.387539383	0.693769691	1.003408711	1.569134846	2.006817423	0.717673393	1.007489678	0.694666589	1.006129356
5500	3.709031157	1.854515578	1.093540072	1.204180289	1.315035145	1.386603339	4.159810018	2.079905009	3.137720036
5600	2.096088708	1.048044354	0.926665544	1.584902177	1.853331088	0.892322129	2.676966386	1.338483193	2.093532772
5700	5.767528161	2.88376408	1.969923635	2.42593954	2.19702727	2.387670303	3.006460909	3.581505454	1.856371818
5800	3.988519283	4.775559641	4.596544955	5.169079821	2.58453991	7.221157913	2.801273739	4.544336869	5.602547478
5900	4.341139091	4.930269545	4.052713443	5.224834773	2.829383886	4.877585287	2.733380861	3.68970293	4.447411722
6000	4.535886149	5.694293075	5.047449134	6.273496537	3.136748269	8.812416595	3.001399784	5.406674892	6.002799567
6100	7.712349663	6.739474831	5.667734354	6.316437416	6.104918708	4.110265363	5.926646088	6.165398044	5.449142177
6200	7.814240207	6.548100103	6.652728763	6.273325052	5.398857526	4.187292397	5.388492191	5.055583595	7.279664381
6300	11.35305765	9.863501325	7.928326416	8.738255663	8.155302831	6.434421368	7.802479104	7.616787052	7.625283208
6400	15.98377394	13.84351197	11.01993275	12.29808098	11.49796549	10.58600273	10.68310819	10.66805409	10.76776637
6500	21.03806209	17.96833105	14.37497263	16.04399052	14.97184526	13.85641022	13.86743066	13.85591533	14.01346132
6600	21.66800779	18.4687289	14.73468486	16.52613945	15.41336972	14.21190291	14.22975872	14.21595436	14.35476743
6700	28.93441344	24.65748172	19.64531647	22.06761586	20.53783293	18.82478054	18.95969162	18.88617081	19.14533323
6800	31.68103607	27.00779303	21.50297413	24.15934652	22.49414826	20.53917701	20.73213103	20.61946552	20.94606206
6900	32.08100004	27.35640002	21.75	24.45595001	22.7655	20.82047917	20.9564875	20.85991875	21.177975
7000	39.04055029	33.30300014	26.45990002	29.79070007	27.72840004	25.24363333	25.49225	25.32215	25.76305001
7100	43.72398887	37.28309444	29.5883368	33.32874722	31.00987361	28.2492364	28.4904092	28.3209046	28.7952184
7200	45.65790264	38.94472632	30.91057829	34.82936316	32.41680658	29.47173569	29.78885707	29.57900354	30.09066414
7300	54.91350085	46.69820042	37.0369188	41.74467521	38.84698761	35.27043907	35.6806172	35.4019086	36.0562844
7400	65.15780973	55.14952987	43.68730373	49.26221493	45.84180747	41.59569198	42.07182593	41.74598797	42.51485187
7500	58.3034944	49.6677972	39.38599965	44.4102986	41.3383493	37.51859164	37.94622491	37.65068746	38.33574982
